CustomerID,total_spend,number_of_orders,average_order_value,recency_days,customer_lifetime_days,purchase_frequency,unique_products,R_score,F_score,M_score,RFM_score,segment
12435.0,7829.89,2,3914.945,79,267,0.007462686567164179,31,2,2,5,9,Potential Loyal Customers
12436.0,509.01,1,509.01,99,99,0.01,16,2,1,3,6,At Risk
12437.0,4951.41,18,275.0783333333333,1,330,0.054380664652567974,118,5,5,5,15,Champions
12438.0,2906.85,2,1453.425,13,139,0.014285714285714285,84,4,2,5,11,Loyal Customers
12441.0,173.55,1,173.55,366,366,0.0027247956403269754,11,1,1,1,3,Lost Customers
12442.0,172.06,1,172.06,2,2,0.3333333333333333,12,5,1,1,7,Potential Loyal Customers
12444.0,5005.46,5,1001.092,20,170,0.029239766081871343,138,4,4,5,13,Champions
12445.0,133.4,1,133.4,21,21,0.045454545454545456,4,4,1,1,6,At Risk
12446.0,1002.3100000000001,1,1002.3100000000001,57,57,0.017241379310344827,57,3,1,4,8,Potential Loyal Customers
12447.0,476.49,1,476.49,242,242,0.00411522633744856,26,1,1,2,4,Lost Customers
12448.0,449.45,1,449.45,43,43,0.022727272727272728,22,3,1,2,6,At Risk
12449.0,4067.29,4,1016.8225,21,186,0.0213903743315508,118,4,4,5,13,Champions
12450.0,197.88,2,98.94,155,172,0.011560693641618497,7,2,2,1,5,At Risk
12451.0,9035.52,5,1807.104,10,324,0.015384615384615385,265,5,4,5,14,Champions
12452.0,430.57,2,215.285,16,16,0.11764705882352941,21,4,2,2,8,Potential Loyal Customers
12453.0,707.09,1,707.09,133,133,0.007462686567164179,43,2,1,3,6,At Risk
12454.0,3528.34,1,3528.34,55,55,0.017857142857142856,15,3,1,5,9,Potential Loyal Customers
12455.0,2466.86,6,411.1433333333334,72,296,0.020202020202020204,85,2,4,5,11,Loyal Customers
12456.0,3181.04,3,1060.3466666666666,43,254,0.011764705882352941,105,3,3,5,11,Loyal Customers
12457.0,2363.23,7,337.6042857142857,65,238,0.029288702928870293,53,3,5,5,13,Champions
12458.0,947.4,2,473.7,70,284,0.007017543859649123,35,3,2,4,9,Potential Loyal Customers
12461.0,826.88,2,413.44,93,154,0.012903225806451613,35,2,2,3,7,Potential Loyal Customers
12462.0,1189.59,2,594.795,18,302,0.006600660066006601,51,4,2,4,10,Loyal Customers
12463.0,1344.78,4,336.195,52,241,0.01652892561983471,65,3,4,4,11,Loyal Customers
12464.0,1212.05,8,151.50625,9,308,0.025889967637540454,6,5,5,4,14,Champions
12465.0,742.1899999999999,2,371.09499999999997,16,168,0.011834319526627219,46,4,2,3,9,Potential Loyal Customers
12468.0,729.5400000000001,2,364.77000000000004,187,315,0.006329113924050633,36,1,2,3,6,At Risk
12471.0,19824.05,30,660.8016666666666,1,364,0.0821917808219178,150,5,5,5,15,Champions
12472.0,6572.11,7,938.8728571428571,31,368,0.018970189701897018,219,4,5,5,14,Champions
12473.0,3938.5499999999997,5,787.7099999999999,28,191,0.026041666666666668,140,4,4,5,13,Champions
12474.0,7375.79,18,409.7661111111111,16,329,0.05454545454545454,253,4,5,5,14,Champions
12475.0,723.38,1,723.38,53,53,0.018518518518518517,36,3,1,3,7,Potential Loyal Customers
12476.0,6816.42,11,619.6745454545454,15,360,0.030470914127423823,177,4,5,5,14,Champions
12477.0,13219.74,6,2203.29,22,301,0.019867549668874173,191,4,4,5,13,Champions
12478.0,680.99,1,680.99,3,3,0.25,36,5,1,3,9,Potential Loyal Customers
12479.0,527.2,1,527.2,10,10,0.09090909090909091,31,5,1,3,9,Potential Loyal Customers
12480.0,3281.63,4,820.4075,27,335,0.011904761904761904,129,4,4,5,13,Champions
12481.0,5596.32,10,559.632,22,365,0.0273224043715847,150,4,5,5,14,Champions
12483.0,2484.98,8,310.6225,16,338,0.02359882005899705,46,4,5,5,14,Champions
12484.0,4541.72,6,756.9533333333334,32,335,0.017857142857142856,256,4,4,5,13,Champions
12488.0,1298.66,3,432.8866666666667,9,75,0.039473684210526314,46,5,3,4,12,Loyal Customers
12489.0,334.93,1,334.93,335,335,0.002976190476190476,15,1,1,2,4,Lost Customers
12490.0,5417.93,10,541.793,4,329,0.030303030303030304,131,5,5,5,15,Champions
12491.0,460.40000000000003,1,460.40000000000003,38,38,0.02564102564102564,25,3,1,2,6,At Risk
12492.0,263.21000000000004,2,131.60500000000002,62,104,0.01904761904761905,19,3,2,2,7,Potential Loyal Customers
12493.0,433.74,2,216.87,165,196,0.01015228426395939,20,2,2,2,6,At Risk
12494.0,1246.1000000000001,7,178.01428571428573,15,365,0.01912568306010929,63,4,5,4,13,Champions
12497.0,1043.1,1,1043.1,81,81,0.012195121951219513,14,2,1,4,7,Potential Loyal Customers
12498.0,403.70000000000005,3,134.5666666666667,20,57,0.05172413793103448,21,4,3,2,9,Potential Loyal Customers
12500.0,4257.82,11,387.07454545454544,22,333,0.03293413173652695,34,4,5,5,14,Champions
12501.0,2169.39,1,2169.39,336,336,0.002967359050445104,149,1,1,5,7,Potential Loyal Customers
12502.0,3723.87,5,744.774,95,309,0.016129032258064516,102,2,4,5,11,Loyal Customers
12504.0,482.04999999999995,2,241.02499999999998,17,29,0.06666666666666667,6,4,2,2,8,Potential Loyal Customers
12506.0,73.5,1,73.5,232,232,0.004291845493562232,23,1,1,1,3,Lost Customers
12507.0,1304.81,3,434.93666666666667,133,298,0.010033444816053512,19,2,3,4,9,Potential Loyal Customers
12508.0,398.27,2,199.135,25,28,0.06896551724137931,57,4,2,2,8,Potential Loyal Customers
12509.0,176.5,1,176.5,283,283,0.0035211267605633804,7,1,1,1,3,Lost Customers
12510.0,982.5699999999999,2,491.28499999999997,142,324,0.006153846153846154,29,2,2,4,8,Potential Loyal Customers
12512.0,138.03,2,69.015,65,65,0.030303030303030304,31,3,2,1,6,At Risk
12513.0,612.29,1,612.29,112,112,0.008849557522123894,35,2,1,3,6,At Risk
12514.0,1017.68,1,1017.68,266,266,0.003745318352059925,51,1,1,4,6,At Risk
12515.0,383.7,1,383.7,352,352,0.0028328611898017,16,1,1,2,4,Lost Customers
12516.0,1312.06,2,656.03,77,180,0.011049723756906077,20,2,2,4,8,Potential Loyal Customers
12517.0,2502.84,5,500.56800000000004,27,189,0.02631578947368421,232,4,4,5,13,Champions
12518.0,2056.89,5,411.378,0,109,0.045454545454545456,84,5,4,4,13,Champions
12519.0,340.84,1,340.84,63,63,0.015625,17,3,1,2,6,At Risk
12520.0,2634.26,5,526.8520000000001,78,273,0.01824817518248175,121,2,4,5,11,Loyal Customers
12521.0,599.68,1,599.68,142,142,0.006993006993006993,38,2,1,3,6,At Risk
12522.0,192.72,2,96.36,38,50,0.0392156862745098,11,3,2,1,6,At Risk
12523.0,1789.77,11,162.70636363636365,18,331,0.03313253012048193,84,4,5,4,13,Champions
12524.0,4485.72,8,560.715,8,333,0.023952095808383235,113,5,5,5,15,Champions
12526.0,1316.66,3,438.8866666666667,0,93,0.031914893617021274,64,5,3,4,12,Loyal Customers
12527.0,348.71000000000004,3,116.23666666666668,81,325,0.009202453987730062,18,2,3,2,7,Potential Loyal Customers
12528.0,1933.48,6,322.24666666666667,8,312,0.019169329073482427,50,5,5,4,14,Champions
12530.0,1662.28,4,415.57,59,336,0.011869436201780416,51,3,4,4,11,Loyal Customers
12531.0,125.22,1,125.22,14,14,0.06666666666666667,17,4,1,1,6,At Risk
12532.0,349.83000000000004,1,349.83000000000004,29,29,0.03333333333333333,16,4,1,2,7,Potential Loyal Customers
12534.0,1089.18,1,1089.18,130,130,0.007633587786259542,63,2,1,4,7,Potential Loyal Customers
12535.0,716.35,2,358.175,91,186,0.0106951871657754,28,2,2,3,7,Potential Loyal Customers
12536.0,12601.830000000002,3,4200.610000000001,42,58,0.05084745762711865,260,3,3,5,11,Loyal Customers
12538.0,363.95,1,363.95,28,28,0.034482758620689655,21,4,1,2,7,Potential Loyal Customers
12539.0,5568.35,4,1392.0875,21,333,0.011976047904191617,157,4,4,5,13,Champions
12540.0,13400.24,17,788.2494117647059,19,361,0.04696132596685083,277,4,5,5,14,Champions
12541.0,981.18,3,327.06,29,280,0.010676156583629894,46,4,3,4,11,Loyal Customers
12544.0,372.7,1,372.7,35,35,0.027777777777777776,19,3,1,2,6,At Risk
12545.0,1000.39,2,500.195,74,259,0.007692307692307693,42,2,2,4,8,Potential Loyal Customers
12546.0,1161.5,2,580.75,46,77,0.02564102564102564,59,3,2,4,9,Potential Loyal Customers
12547.0,207.79999999999998,2,103.89999999999999,197,280,0.0071174377224199285,7,1,2,1,4,Lost Customers
12548.0,95.19999999999999,1,95.19999999999999,165,165,0.006024096385542169,5,2,1,1,4,Lost Customers
12550.0,964.83,1,964.83,78,78,0.012658227848101266,57,2,1,4,7,Potential Loyal Customers
12551.0,168.0,1,168.0,357,357,0.002793296089385475,10,1,1,1,3,Lost Customers
12552.0,437.82,2,218.91,38,39,0.05,20,3,2,2,7,Potential Loyal Customers
12553.0,3692.28,10,369.228,7,329,0.030303030303030304,95,5,5,5,15,Champions
12556.0,603.71,2,301.855,49,150,0.013245033112582781,100,3,2,3,8,Potential Loyal Customers
12557.0,11990.960000000001,5,2398.192,15,371,0.013440860215053764,15,4,4,5,13,Champions
12558.0,269.96,1,269.96,7,7,0.125,11,5,1,2,8,Potential Loyal Customers
12559.0,561.71,2,280.855,310,319,0.00625,21,1,2,3,6,At Risk
12560.0,2134.01,3,711.3366666666667,4,142,0.02097902097902098,91,5,3,5,13,Champions
12561.0,238.85,1,238.85,302,302,0.0033003300330033004,16,1,1,1,3,Lost Customers
12562.0,3781.7400000000002,7,540.2485714285715,7,198,0.035175879396984924,99,5,5,5,15,Champions
12564.0,456.9,1,456.9,260,260,0.0038314176245210726,21,1,1,2,4,Lost Customers
12565.0,145.92,1,145.92,288,288,0.0034602076124567475,9,1,1,1,3,Lost Customers
12566.0,351.65,1,351.65,85,85,0.011627906976744186,19,2,1,2,5,At Risk
12567.0,9401.28,10,940.128,22,369,0.02702702702702703,323,4,5,5,14,Champions
12569.0,4124.69,32,128.8965625,1,251,0.12698412698412698,92,5,5,5,15,Champions
12571.0,519.61,2,259.805,39,121,0.01639344262295082,31,3,2,3,8,Potential Loyal Customers
12572.0,1020.42,2,510.21,8,51,0.038461538461538464,53,5,2,4,11,Loyal Customers
12573.0,160.54000000000002,1,160.54000000000002,226,226,0.004405286343612335,26,1,1,1,3,Lost Customers
12574.0,218.45,1,218.45,315,315,0.0031645569620253164,11,1,1,1,3,Lost Customers
12576.0,1315.83,5,263.166,35,304,0.01639344262295082,72,3,4,4,11,Loyal Customers
12577.0,657.8,3,219.26666666666665,34,358,0.008356545961002786,137,3,3,3,9,Potential Loyal Customers
12578.0,2794.51,2,1397.255,20,329,0.006060606060606061,111,4,2,5,11,Loyal Customers
12579.0,440.42,1,440.42,77,77,0.01282051282051282,29,2,1,2,5,At Risk
12580.0,415.7,1,415.7,246,246,0.004048582995951417,24,1,1,2,4,Lost Customers
12581.0,197.71,1,197.71,39,39,0.025,15,3,1,1,5,At Risk
12582.0,511.36,2,255.68,238,288,0.006920415224913495,21,1,2,3,6,At Risk
12583.0,7281.38,15,485.42533333333336,2,373,0.040106951871657755,115,5,5,5,15,Champions
12584.0,2338.15,9,259.7944444444445,3,279,0.03214285714285714,44,5,5,5,15,Champions
12585.0,2040.1,2,1020.05,233,350,0.005698005698005698,77,1,2,4,7,Potential Loyal Customers
12586.0,196.94000000000003,1,196.94000000000003,16,16,0.058823529411764705,11,4,1,1,6,At Risk
12587.0,144.0,1,144.0,7,7,0.125,4,5,1,1,7,Potential Loyal Customers
12588.0,214.89999999999998,1,214.89999999999998,38,38,0.02564102564102564,10,3,1,1,5,At Risk
12589.0,646.68,2,323.34,28,144,0.013793103448275862,29,4,2,3,9,Potential Loyal Customers
12590.0,9864.26,2,4932.13,210,210,0.009478672985781991,68,1,2,5,8,Potential Loyal Customers
12591.0,452.84999999999997,1,452.84999999999997,316,316,0.0031545741324921135,26,1,1,2,4,Lost Customers
12592.0,437.6,2,218.8,91,212,0.009389671361502348,11,2,2,2,6,At Risk
12593.0,418.09999999999997,3,139.36666666666665,108,218,0.0136986301369863,14,2,3,2,7,Potential Loyal Customers
12594.0,3338.2200000000003,10,333.822,37,322,0.030959752321981424,50,3,5,5,13,Champions
12596.0,618.27,2,309.135,50,241,0.008264462809917356,25,3,2,3,8,Potential Loyal Customers
12597.0,3811.22,4,952.805,18,267,0.014925373134328358,184,4,4,5,13,Champions
12598.0,3023.08,8,377.885,9,284,0.028070175438596492,84,5,5,5,15,Champions
12599.0,1032.58,7,147.51142857142855,28,303,0.023026315789473683,32,4,5,4,13,Champions
12600.0,2599.04,10,259.904,28,370,0.026954177897574125,32,4,5,5,14,Champions
12601.0,577.0600000000001,5,115.412,189,332,0.015015015015015015,21,1,4,3,8,Potential Loyal Customers
12602.0,153.12,1,153.12,58,58,0.01694915254237288,12,3,1,1,5,At Risk
12603.0,739.1999999999999,1,739.1999999999999,21,21,0.045454545454545456,2,4,1,3,8,Potential Loyal Customers
12604.0,254.18,2,127.09,78,261,0.007633587786259542,15,2,2,2,6,At Risk
12607.0,1579.51,1,1579.51,59,59,0.016666666666666666,101,3,1,4,8,Potential Loyal Customers
12609.0,1126.85,3,375.6166666666666,77,317,0.009433962264150943,57,2,3,4,9,Potential Loyal Customers
12610.0,2099.54,5,419.908,22,125,0.03968253968253968,85,4,4,5,13,Champions
12611.0,1193.32,1,1193.32,51,51,0.019230769230769232,65,3,1,4,8,Potential Loyal Customers
12612.0,704.0400000000001,1,704.0400000000001,73,73,0.013513513513513514,19,2,1,3,6,At Risk
12613.0,3344.38,5,668.876,56,261,0.019083969465648856,124,3,4,5,12,Loyal Customers
12614.0,315.6,1,315.6,277,277,0.0035971223021582736,20,1,1,2,4,Lost Customers
12615.0,2291.19,4,572.7975,1,167,0.023809523809523808,82,5,4,5,14,Champions
12616.0,713.3,2,356.65,94,296,0.006734006734006734,25,2,2,3,7,Potential Loyal Customers
12617.0,355.53,1,355.53,28,28,0.034482758620689655,39,4,1,2,7,Potential Loyal Customers
12618.0,177.31,1,177.31,21,21,0.045454545454545456,11,4,1,1,6,At Risk
12619.0,3641.24,9,404.5822222222222,15,252,0.03557312252964427,50,4,5,5,14,Champions
12620.0,1339.41,3,446.47,14,204,0.014634146341463415,89,4,3,4,11,Loyal Customers
12621.0,13689.67,20,684.4835,1,365,0.0546448087431694,261,5,5,5,15,Champions
12622.0,180.1,1,180.1,231,231,0.004310344827586207,11,1,1,1,3,Lost Customers
12623.0,305.1,1,305.1,275,275,0.0036231884057971015,18,1,1,2,4,Lost Customers
12624.0,641.13,2,320.565,105,177,0.011235955056179775,36,2,2,3,7,Potential Loyal Customers
12625.0,2683.82,2,1341.91,211,318,0.006269592476489028,73,1,2,5,8,Potential Loyal Customers
12626.0,6620.48,9,735.6088888888888,22,326,0.027522935779816515,232,4,5,5,14,Champions
12627.0,4478.53,7,639.79,10,139,0.05,162,5,5,5,15,Champions
12628.0,786.46,3,262.15333333333336,3,64,0.046153846153846156,34,5,3,3,11,Loyal Customers
12630.0,1270.88,2,635.44,9,43,0.045454545454545456,60,5,2,4,11,Loyal Customers
12631.0,640.5,1,640.5,56,56,0.017543859649122806,31,3,1,3,7,Potential Loyal Customers
12633.0,2163.98,4,540.995,58,287,0.013888888888888888,73,3,4,5,12,Loyal Customers
12635.0,1689.18,2,844.59,89,154,0.012903225806451613,96,2,2,4,8,Potential Loyal Customers
12637.0,6021.9,8,752.7375,66,323,0.024691358024691357,205,3,5,5,13,Champions
12638.0,671.69,1,671.69,32,32,0.030303030303030304,39,4,1,3,8,Potential Loyal Customers
12639.0,486.1,1,486.1,238,238,0.0041841004184100415,22,1,1,2,4,Lost Customers
12640.0,1174.58,3,391.52666666666664,23,81,0.036585365853658534,47,4,3,4,11,Loyal Customers
12641.0,185.9,1,185.9,114,114,0.008695652173913044,10,2,1,1,4,Lost Customers
12642.0,1013.26,3,337.75333333333333,24,107,0.027777777777777776,39,4,3,4,11,Loyal Customers
12643.0,3344.64,6,557.4399999999999,127,332,0.018018018018018018,11,2,5,5,12,Loyal Customers
12644.0,477.91,1,477.91,129,129,0.007692307692307693,31,2,1,2,5,At Risk
12645.0,1775.18,4,443.795,33,315,0.012658227848101266,58,3,4,4,11,Loyal Customers
12646.0,1346.97,2,673.485,4,48,0.04081632653061224,43,5,2,4,11,Loyal Customers
12647.0,3722.82,12,310.235,21,368,0.032520325203252036,78,4,5,5,14,Champions
12648.0,318.05,1,318.05,154,154,0.0064516129032258064,21,2,1,2,5,At Risk
12649.0,623.51,3,207.83666666666667,106,211,0.014150943396226415,28,2,3,3,8,Potential Loyal Customers
12650.0,314.44,1,314.44,2,2,0.3333333333333333,20,5,1,2,8,Potential Loyal Customers
12651.0,114.0,1,114.0,334,334,0.0029850746268656717,9,1,1,1,3,Lost Customers
12652.0,919.98,1,919.98,330,330,0.0030211480362537764,48,1,1,3,5,At Risk
12653.0,2209.85,2,1104.925,148,296,0.006734006734006734,37,2,2,5,9,Potential Loyal Customers
12654.0,601.98,5,120.396,10,294,0.01694915254237288,31,5,4,3,12,Loyal Customers
12656.0,4051.17,5,810.234,16,233,0.021367521367521368,89,4,4,5,13,Champions
12657.0,1643.18,4,410.795,10,78,0.05063291139240506,35,5,4,4,13,Champions
12658.0,686.05,1,686.05,18,18,0.05263157894736842,36,4,1,3,8,Potential Loyal Customers
12659.0,91.68,1,91.68,29,29,0.03333333333333333,5,4,1,1,6,At Risk
12660.0,245.1,1,245.1,10,10,0.09090909090909091,13,5,1,1,7,Potential Loyal Customers
12662.0,3849.78,11,349.98,0,372,0.029490616621983913,129,5,5,5,15,Champions
12664.0,4881.88,9,542.4311111111111,7,322,0.02786377708978328,10,5,5,5,15,Champions
12665.0,63.0,1,63.0,324,324,0.003076923076923077,3,1,1,1,3,Lost Customers
12667.0,620.13,1,620.13,57,57,0.017241379310344827,33,3,1,3,7,Potential Loyal Customers
12668.0,3807.15,4,951.7875,11,355,0.011235955056179775,115,5,4,5,14,Champions
12669.0,2744.0299999999997,3,914.6766666666666,150,256,0.011673151750972763,98,2,3,5,10,Loyal Customers
12670.0,2996.05,5,599.21,9,232,0.02145922746781116,58,5,4,5,14,Champions
12672.0,225.89999999999998,1,225.89999999999998,329,329,0.0030303030303030303,10,1,1,1,3,Lost Customers
12673.0,610.52,2,305.26,4,326,0.0061162079510703364,42,5,2,3,10,Loyal Customers
12674.0,1970.6,4,492.65,38,207,0.019230769230769232,52,3,4,4,11,Loyal Customers
12676.0,1331.39,6,221.89833333333334,24,310,0.01929260450160772,33,4,5,4,13,Champions
12678.0,17628.46,12,1469.0383333333332,41,353,0.03389830508474576,105,3,5,5,13,Champions
12679.0,1113.02,4,278.255,58,283,0.014084507042253521,43,3,4,4,11,Loyal Customers
12680.0,862.81,4,215.7025,0,112,0.035398230088495575,33,5,4,3,12,Loyal Customers
12681.0,13787.54,22,626.7063636363637,14,367,0.059782608695652176,267,4,5,5,14,Champions
12682.0,12288.22,31,396.3941935483871,3,370,0.08355795148247978,209,5,5,5,15,Champions
12683.0,8476.57,15,565.1046666666666,3,365,0.040983606557377046,177,5,5,5,15,Champions
12684.0,2283.63,7,326.23285714285714,7,212,0.03286384976525822,61,5,5,5,15,Champions
12685.0,2863.08,6,477.18,27,93,0.06382978723404255,117,4,5,5,14,Champions
12686.0,89.14,1,89.14,371,371,0.002688172043010753,7,1,1,1,3,Lost Customers
12688.0,4873.8099999999995,1,4873.8099999999995,113,113,0.008771929824561403,171,2,1,5,8,Potential Loyal Customers
12689.0,1247.61,2,623.805,25,127,0.015625,57,4,2,4,10,Loyal Customers
12690.0,389.01,1,389.01,205,205,0.0048543689320388345,16,1,1,2,4,Lost Customers
12691.0,1035.8,6,172.63333333333333,27,356,0.01680672268907563,21,4,5,4,13,Champions
12693.0,855.91,4,213.9775,126,318,0.012539184952978056,35,2,4,3,9,Potential Loyal Customers
12694.0,869.67,2,434.835,69,182,0.01092896174863388,32,3,2,3,8,Potential Loyal Customers
12695.0,582.1,4,145.525,6,209,0.01904761904761905,23,5,4,3,12,Loyal Customers
12697.0,957.59,3,319.19666666666666,28,168,0.01775147928994083,37,4,3,4,11,Loyal Customers
12700.0,4939.99,4,1234.9975,7,214,0.018604651162790697,193,5,4,5,14,Champions
12701.0,797.71,2,398.855,79,241,0.008264462809917356,50,2,2,3,7,Potential Loyal Customers
12702.0,219.0,1,219.0,19,19,0.05,12,4,1,1,6,At Risk
12703.0,283.55,1,283.55,70,70,0.014084507042253521,21,3,1,2,6,At Risk
12704.0,2340.84,8,292.605,6,169,0.047058823529411764,64,5,5,5,15,Champions
12705.0,6868.29,9,763.1433333333333,14,356,0.025210084033613446,228,4,5,5,14,Champions
